Index,Date,Average Price,Type,Year,Region,Total Volume
39,27/03/2016,0.76,conventional,2016,DallasFtWorth,1341740.28
40,20/03/2016,0.74,conventional,2016,DallasFtWorth,1347884.14
41,13/03/2016,0.78,conventional,2016,DallasFtWorth,1177309.05
42,6/03/2016,0.76,conventional,2016,DallasFtWorth,1201768.74
43,28/02/2016,0.74,conventional,2016,DallasFtWorth,1199630.68
44,21/02/2016,0.83,conventional,2016,DallasFtWorth,1006181.04
45,14/02/2016,0.65,conventional,2016,DallasFtWorth,1358553.29
46,7/02/2016,0.71,conventional,2016,DallasFtWorth,1515264.27
47,31/01/2016,0.8,conventional,2016,DallasFtWorth,1128639.48
48,24/01/2016,1.02,conventional,2016,DallasFtWorth,676032.04
49,17/01/2016,0.79,conventional,2016,DallasFtWorth,1164936.06
50,10/01/2016,0.85,conventional,2016,DallasFtWorth,1145736.97
51,3/01/2016,0.78,conventional,2016,DallasFtWorth,1191927.54
0,25/12/2016,1.04,conventional,2016,Denver,765511.4
1,18/12/2016,1.04,conventional,2016,Denver,705750.83
2,11/12/2016,0.95,conventional,2016,Denver,764135.24
3,4/12/2016,0.91,conventional,2016,Denver,855989.02
4,27/11/2016,1.3,conventional,2016,Denver,455469.67
5,20/11/2016,1.28,conventional,2016,Denver,543816.6
6,13/11/2016,1.18,conventional,2016,Denver,661296.8
7,6/11/2016,1.31,conventional,2016,Denver,533947.5
8,30/10/2016,1.13,conventional,2016,Denver,576353.94
9,23/10/2016,1.24,conventional,2016,Denver,594392.87
10,16/10/2016,1.15,conventional,2016,Denver,673392.59
11,9/10/2016,1.08,conventional,2016,Denver,758236.76
12,2/10/2016,1.18,conventional,2016,Denver,677071.87
13,25/09/2016,1.15,conventional,2016,Denver,680946.51
14,18/09/2016,1.02,conventional,2016,Denver,757358.11
15,11/09/2016,0.98,conventional,2016,Denver,791566.05
16,4/09/2016,0.91,conventional,2016,Denver,924278.16
17,28/08/2016,0.91,conventional,2016,Denver,957464.14
18,21/08/2016,1.22,conventional,2016,Denver,603007.72
19,14/08/2016,1.18,conventional,2016,Denver,657981.41
20,7/08/2016,1.14,conventional,2016,Denver,695116.3
21,31/07/2016,1.15,conventional,2016,Denver,673588.45
22,24/07/2016,1.17,conventional,2016,Denver,690893.4
23,17/07/2016,1.07,conventional,2016,Denver,771606.04
24,10/07/2016,1.04,conventional,2016,Denver,835116.1
25,3/07/2016,1.03,conventional,2016,Denver,815698.87
26,26/06/2016,0.98,conventional,2016,Denver,773677.84
27,19/06/2016,1,conventional,2016,Denver,791013.5
28,12/06/2016,0.96,conventional,2016,Denver,819664.78
29,5/06/2016,0.85,conventional,2016,Denver,939081.28
30,29/05/2016,0.85,conventional,2016,Denver,977871.04
31,22/05/2016,0.9,conventional,2016,Denver,932146.56
32,15/05/2016,0.9,conventional,2016,Denver,952354.86
33,8/05/2016,0.8,conventional,2016,Denver,1113912.58
34,1/05/2016,0.87,conventional,2016,Denver,819111.24
35,24/04/2016,0.93,conventional,2016,Denver,661913.55
36,17/04/2016,0.78,conventional,2016,Denver,1011265.53
37,10/04/2016,0.77,conventional,2016,Denver,982817.77
38,3/04/2016,0.83,conventional,2016,Denver,829424.24
39,27/03/2016,0.95,conventional,2016,Denver,716900.4
40,20/03/2016,0.73,conventional,2016,Denver,1005859.79
41,13/03/2016,0.83,conventional,2016,Denver,824792.73
42,6/03/2016,0.98,conventional,2016,Denver,671667.78
43,28/02/2016,0.74,conventional,2016,Denver,1058089.41
44,21/02/2016,0.73,conventional,2016,Denver,955582.65
45,14/02/2016,0.7,conventional,2016,Denver,966134.31
46,7/02/2016,0.63,conventional,2016,Denver,1365558.26
47,31/01/2016,0.8,conventional,2016,Denver,892702.46
48,24/01/2016,0.6,conventional,2016,Denver,1195521.28
49,17/01/2016,0.66,conventional,2016,Denver,1245174.24
50,10/01/2016,0.72,conventional,2016,Denver,1094945.73
51,3/01/2016,0.6,conventional,2016,Denver,1295246.27
0,25/12/2016,1.06,conventional,2016,Detroit,319957.45
1,18/12/2016,1.05,conventional,2016,Detroit,298755.3
2,11/12/2016,0.95,conventional,2016,Detroit,333109.65
3,4/12/2016,0.81,conventional,2016,Detroit,545216.52
4,27/11/2016,1.18,conventional,2016,Detroit,262530.31
5,20/11/2016,1.35,conventional,2016,Detroit,243576.96
6,13/11/2016,1.39,conventional,2016,Detroit,236523.09
7,6/11/2016,1.4,conventional,2016,Detroit,231422.37
8,30/10/2016,1.4,conventional,2016,Detroit,193940.78
9,23/10/2016,1.35,conventional,2016,Detroit,227233.92
10,16/10/2016,1.26,conventional,2016,Detroit,256744.34
11,9/10/2016,1.27,conventional,2016,Detroit,253886.8
12,2/10/2016,1.25,conventional,2016,Detroit,266892.47
13,25/09/2016,1.24,conventional,2016,Detroit,274937.38
14,18/09/2016,1.1,conventional,2016,Detroit,320748.32
15,11/09/2016,1.09,conventional,2016,Detroit,339890.13
16,4/09/2016,1.08,conventional,2016,Detroit,326335.52
17,28/08/2016,1.01,conventional,2016,Detroit,353420.52
18,21/08/2016,1.15,conventional,2016,Detroit,316859.74
19,14/08/2016,1.08,conventional,2016,Detroit,367007.17
20,7/08/2016,1.13,conventional,2016,Detroit,352764.25
21,31/07/2016,1.16,conventional,2016,Detroit,340176.41
22,24/07/2016,1.15,conventional,2016,Detroit,354577.28
23,17/07/2016,1.17,conventional,2016,Detroit,328237.93
24,10/07/2016,1.18,conventional,2016,Detroit,311241.09
25,3/07/2016,1.17,conventional,2016,Detroit,336701.66
26,26/06/2016,1.13,conventional,2016,Detroit,344391.38
27,19/06/2016,1,conventional,2016,Detroit,442961.17
28,12/06/2016,0.98,conventional,2016,Detroit,414532.49
29,5/06/2016,0.92,conventional,2016,Detroit,473131.2
30,29/05/2016,1.04,conventional,2016,Detroit,348557.33
31,22/05/2016,1.07,conventional,2016,Detroit,303330.62
32,15/05/2016,0.86,conventional,2016,Detroit,485653.27
33,8/05/2016,0.96,conventional,2016,Detroit,500424.55
34,1/05/2016,1,conventional,2016,Detroit,319391.58
35,24/04/2016,1,conventional,2016,Detroit,331109.85
36,17/04/2016,0.97,conventional,2016,Detroit,447346.61
37,10/04/2016,1.03,conventional,2016,Detroit,312995.88
38,3/04/2016,1.02,conventional,2016,Detroit,335108.11
39,27/03/2016,1.05,conventional,2016,Detroit,378431.9
40,20/03/2016,1.09,conventional,2016,Detroit,371639.1
41,13/03/2016,1.12,conventional,2016,Detroit,299527.55
42,6/03/2016,0.97,conventional,2016,Detroit,441920.14
43,28/02/2016,1.13,conventional,2016,Detroit,342465.19
44,21/02/2016,1.2,conventional,2016,Detroit,247820.38
45,14/02/2016,1,conventional,2016,Detroit,334544.52
46,7/02/2016,0.77,conventional,2016,Detroit,594784.92
47,31/01/2016,1.04,conventional,2016,Detroit,364612.83
48,24/01/2016,0.94,conventional,2016,Detroit,489584.58
49,17/01/2016,1.11,conventional,2016,Detroit,293246.54
50,10/01/2016,1.1,conventional,2016,Detroit,325997.55
51,3/01/2016,0.86,conventional,2016,Detroit,492699.87
0,25/12/2016,1.33,conventional,2016,GrandRapids,149348.88
1,18/12/2016,1.14,conventional,2016,GrandRapids,161136.65
2,11/12/2016,1.2,conventional,2016,GrandRapids,128166.44
3,4/12/2016,0.92,conventional,2016,GrandRapids,263904.24
4,27/11/2016,1.44,conventional,2016,GrandRapids,103697.69
5,20/11/2016,1.46,conventional,2016,GrandRapids,127392.78
6,13/11/2016,1.59,conventional,2016,GrandRapids,118566.57
7,6/11/2016,1.67,conventional,2016,GrandRapids,100001.45
8,30/10/2016,1.42,conventional,2016,GrandRapids,107013.58
9,23/10/2016,1.72,conventional,2016,GrandRapids,100904.77
10,16/10/2016,1.63,conventional,2016,GrandRapids,117842.82
11,9/10/2016,1.62,conventional,2016,GrandRapids,116477.56
12,2/10/2016,1.6,conventional,2016,GrandRapids,122091.54
13,25/09/2016,1.55,conventional,2016,GrandRapids,137599.07
14,18/09/2016,1.49,conventional,2016,GrandRapids,139511.61
15,11/09/2016,1.58,conventional,2016,GrandRapids,136492.43
16,4/09/2016,1.52,conventional,2016,GrandRapids,142913.72
17,28/08/2016,1.45,conventional,2016,GrandRapids,143049.62
18,21/08/2016,1.63,conventional,2016,GrandRapids,132894.77
19,14/08/2016,1.53,conventional,2016,GrandRapids,147711.44
20,7/08/2016,1.59,conventional,2016,GrandRapids,145207.86
21,31/07/2016,1.6,conventional,2016,GrandRapids,142302.47
22,24/07/2016,1.6,conventional,2016,GrandRapids,149002.57
23,17/07/2016,1.58,conventional,2016,GrandRapids,146730.62
24,10/07/2016,1.6,conventional,2016,GrandRapids,133747.66
25,3/07/2016,1.49,conventional,2016,GrandRapids,159566.9
26,26/06/2016,1.26,conventional,2016,GrandRapids,183547.1
27,19/06/2016,1.26,conventional,2016,GrandRapids,216299.96
28,12/06/2016,1.36,conventional,2016,GrandRapids,167703.13
29,5/06/2016,0.93,conventional,2016,GrandRapids,310903.8
30,29/05/2016,1.32,conventional,2016,GrandRapids,193459.52
31,22/05/2016,1.31,conventional,2016,GrandRapids,151840.62
32,15/05/2016,0.88,conventional,2016,GrandRapids,295706.69
33,8/05/2016,1.04,conventional,2016,GrandRapids,272057.12
34,1/05/2016,1.12,conventional,2016,GrandRapids,191903.31
35,24/04/2016,1.07,conventional,2016,GrandRapids,181857.18
36,17/04/2016,0.89,conventional,2016,GrandRapids,332191.52
37,10/04/2016,1.17,conventional,2016,GrandRapids,155143.97
38,3/04/2016,1.1,conventional,2016,GrandRapids,156883.18
39,27/03/2016,0.99,conventional,2016,GrandRapids,216788.92
40,20/03/2016,1.07,conventional,2016,GrandRapids,208712.19
41,13/03/2016,1.15,conventional,2016,GrandRapids,149119.51
42,6/03/2016,0.91,conventional,2016,GrandRapids,259568.21
43,28/02/2016,1.07,conventional,2016,GrandRapids,202356.13
44,21/02/2016,1.16,conventional,2016,GrandRapids,142681.62
45,14/02/2016,1.13,conventional,2016,GrandRapids,154975.46
46,7/02/2016,0.94,conventional,2016,GrandRapids,290555.59
47,31/01/2016,1.13,conventional,2016,GrandRapids,182986.71
48,24/01/2016,0.94,conventional,2016,GrandRapids,260598.64
49,17/01/2016,1.05,conventional,2016,GrandRapids,172166.36
50,10/01/2016,1.17,conventional,2016,GrandRapids,160432.54
51,3/01/2016,0.92,conventional,2016,GrandRapids,258889.23
0,25/12/2016,1.11,conventional,2016,GreatLakes,2954314.99
1,18/12/2016,1.11,conventional,2016,GreatLakes,2791515.27
2,11/12/2016,1.03,conventional,2016,GreatLakes,3048518.15
3,4/12/2016,0.97,conventional,2016,GreatLakes,3854099.9
4,27/11/2016,1.18,conventional,2016,GreatLakes,2385048.43
5,20/11/2016,1.23,conventional,2016,GreatLakes,2637621.79
6,13/11/2016,1.41,conventional,2016,GreatLakes,2348814.17
7,6/11/2016,1.48,conventional,2016,GreatLakes,2222383.47
8,30/10/2016,1.36,conventional,2016,GreatLakes,2275351.91
9,23/10/2016,1.35,conventional,2016,GreatLakes,2528597.22
10,16/10/2016,1.4,conventional,2016,GreatLakes,2517672.23
11,9/10/2016,1.35,conventional,2016,GreatLakes,2624202.9
12,2/10/2016,1.38,conventional,2016,GreatLakes,2618805.67
13,25/09/2016,1.37,conventional,2016,GreatLakes,2834326.48
14,18/09/2016,1.28,conventional,2016,GreatLakes,2996317.15
15,11/09/2016,1.3,conventional,2016,GreatLakes,3078051.63
16,4/09/2016,1.3,conventional,2016,GreatLakes,3084199.23
17,28/08/2016,1.27,conventional,2016,GreatLakes,3025330.44
18,21/08/2016,1.34,conventional,2016,GreatLakes,2933973.86
19,14/08/2016,1.3,conventional,2016,GreatLakes,3134414.15
20,7/08/2016,1.33,conventional,2016,GreatLakes,3106108.92
21,31/07/2016,1.34,conventional,2016,GreatLakes,3013426.04
22,24/07/2016,1.32,conventional,2016,GreatLakes,3212818.19
23,17/07/2016,1.25,conventional,2016,GreatLakes,3267857.63
24,10/07/2016,1.24,conventional,2016,GreatLakes,3327062.2
25,3/07/2016,1.13,conventional,2016,GreatLakes,4020724.58
26,26/06/2016,1.13,conventional,2016,GreatLakes,3643417.33
27,19/06/2016,1.1,conventional,2016,GreatLakes,3955098.89
28,12/06/2016,1.15,conventional,2016,GreatLakes,3443333.94
29,5/06/2016,1.01,conventional,2016,GreatLakes,4188245.99
30,29/05/2016,1.05,conventional,2016,GreatLakes,3925300.14
31,22/05/2016,1,conventional,2016,GreatLakes,3705262.31
32,15/05/2016,0.91,conventional,2016,GreatLakes,4324700.33
33,8/05/2016,0.94,conventional,2016,GreatLakes,4460481.53
34,1/05/2016,0.94,conventional,2016,GreatLakes,3801508.26
35,24/04/2016,0.96,conventional,2016,GreatLakes,3735389.44
36,17/04/2016,0.98,conventional,2016,GreatLakes,4154218.26
37,10/04/2016,1.05,conventional,2016,GreatLakes,3126127.34
38,3/04/2016,1.04,conventional,2016,GreatLakes,2968139.47
39,27/03/2016,0.97,conventional,2016,GreatLakes,3557777.32
40,20/03/2016,1.06,conventional,2016,GreatLakes,3368333.6
41,13/03/2016,1.03,conventional,2016,GreatLakes,3145897.89
42,6/03/2016,0.98,conventional,2016,GreatLakes,3818114.32
43,28/02/2016,1.05,conventional,2016,GreatLakes,3419909.75
44,21/02/2016,1.07,conventional,2016,GreatLakes,2837626.92
45,14/02/2016,0.96,conventional,2016,GreatLakes,3386951.48
46,7/02/2016,0.85,conventional,2016,GreatLakes,4865296.26
47,31/01/2016,1.04,conventional,2016,GreatLakes,3330752.29
48,24/01/2016,0.95,conventional,2016,GreatLakes,3806974.62
49,17/01/2016,1.05,conventional,2016,GreatLakes,3166941.66
50,10/01/2016,1.06,conventional,2016,GreatLakes,3310201.06
51,3/01/2016,0.92,conventional,2016,GreatLakes,4065583.41
0,25/12/2016,1.45,conventional,2016,HarrisburgScranton,186180
1,18/12/2016,1.21,conventional,2016,HarrisburgScranton,210917.45
2,11/12/2016,1.26,conventional,2016,HarrisburgScranton,202600.72
3,4/12/2016,1.4,conventional,2016,HarrisburgScranton,172416.11
4,27/11/2016,1.4,conventional,2016,HarrisburgScranton,155286.15
5,20/11/2016,1.37,conventional,2016,HarrisburgScranton,191755.51
6,13/11/2016,1.42,conventional,2016,HarrisburgScranton,197920.72
7,6/11/2016,1.55,conventional,2016,HarrisburgScranton,174837.42
8,30/10/2016,1.59,conventional,2016,HarrisburgScranton,171652.4
9,23/10/2016,1.6,conventional,2016,HarrisburgScranton,195809.34
10,16/10/2016,1.49,conventional,2016,HarrisburgScranton,205728.4
11,9/10/2016,1.42,conventional,2016,HarrisburgScranton,219089.52
12,2/10/2016,1.4,conventional,2016,HarrisburgScranton,214726.86
13,25/09/2016,1.37,conventional,2016,HarrisburgScranton,222019.37
14,18/09/2016,1.26,conventional,2016,HarrisburgScranton,220697.92
15,11/09/2016,1.19,conventional,2016,HarrisburgScranton,272611.45
16,4/09/2016,1.15,conventional,2016,HarrisburgScranton,311176.62
17,28/08/2016,1.32,conventional,2016,HarrisburgScranton,269377.79
18,21/08/2016,1.28,conventional,2016,HarrisburgScranton,258309.18
19,14/08/2016,1.22,conventional,2016,HarrisburgScranton,272099.07
20,7/08/2016,1.24,conventional,2016,HarrisburgScranton,267082.86
21,31/07/2016,1.37,conventional,2016,HarrisburgScranton,253671.67
22,24/07/2016,1.36,conventional,2016,HarrisburgScranton,247275.14
23,17/07/2016,1.25,conventional,2016,HarrisburgScranton,249117.51
24,10/07/2016,1.21,conventional,2016,HarrisburgScranton,274783.17
25,3/07/2016,1.23,conventional,2016,HarrisburgScranton,287688.42
26,26/06/2016,1.24,conventional,2016,HarrisburgScranton,277479.27
27,19/06/2016,1.26,conventional,2016,HarrisburgScranton,267235.79
28,12/06/2016,1.24,conventional,2016,HarrisburgScranton,250231.06
29,5/06/2016,1.23,conventional,2016,HarrisburgScranton,267225.88
30,29/05/2016,1.13,conventional,2016,HarrisburgScranton,280015.07
31,22/05/2016,1.12,conventional,2016,HarrisburgScranton,257598.79
32,15/05/2016,1.08,conventional,2016,HarrisburgScranton,270638.76
33,8/05/2016,0.91,conventional,2016,HarrisburgScranton,373544.69
34,1/05/2016,0.99,conventional,2016,HarrisburgScranton,316410.59
35,24/04/2016,1.09,conventional,2016,HarrisburgScranton,283535.19
36,17/04/2016,1.05,conventional,2016,HarrisburgScranton,257743.57
37,10/04/2016,1.05,conventional,2016,HarrisburgScranton,237139.23
38,3/04/2016,1.13,conventional,2016,HarrisburgScranton,186673.69
39,27/03/2016,1.15,conventional,2016,HarrisburgScranton,247389.76
40,20/03/2016,1.08,conventional,2016,HarrisburgScranton,269456.81
41,13/03/2016,1.13,conventional,2016,HarrisburgScranton,256785.76
42,6/03/2016,1.17,conventional,2016,HarrisburgScranton,240849.91
43,28/02/2016,1.11,conventional,2016,HarrisburgScranton,254954.35
44,21/02/2016,1.15,conventional,2016,HarrisburgScranton,235440.15
45,14/02/2016,1.09,conventional,2016,HarrisburgScranton,264904.19
46,7/02/2016,1.1,conventional,2016,HarrisburgScranton,310166.32
47,31/01/2016,1.07,conventional,2016,HarrisburgScranton,240911.84
48,24/01/2016,1.13,conventional,2016,HarrisburgScranton,269859.91
49,17/01/2016,1.15,conventional,2016,HarrisburgScranton,251772.19
50,10/01/2016,1.14,conventional,2016,HarrisburgScranton,231258.4
51,3/01/2016,1.09,conventional,2016,HarrisburgScranton,252693.38
0,25/12/2016,1.49,conventional,2016,HartfordSpringfield,238100.22
1,18/12/2016,1.22,conventional,2016,HartfordSpringfield,304051.46
2,11/12/2016,1.42,conventional,2016,HartfordSpringfield,245721.9
3,4/12/2016,1.54,conventional,2016,HartfordSpringfield,207482.67
4,27/11/2016,1.57,conventional,2016,HartfordSpringfield,195221.04
5,20/11/2016,1.62,conventional,2016,HartfordSpringfield,240655.78
6,13/11/2016,1.82,conventional,2016,HartfordSpringfield,184928.64
7,6/11/2016,1.83,conventional,2016,HartfordSpringfield,173620.97
8,30/10/2016,1.81,conventional,2016,HartfordSpringfield,180113.35
9,23/10/2016,1.78,conventional,2016,HartfordSpringfield,213547.17
10,16/10/2016,1.82,conventional,2016,HartfordSpringfield,208966.36
11,9/10/2016,1.62,conventional,2016,HartfordSpringfield,231063.21
12,2/10/2016,1.69,conventional,2016,HartfordSpringfield,216818.99
13,25/09/2016,1.63,conventional,2016,HartfordSpringfield,224391.93
14,18/09/2016,1.51,conventional,2016,HartfordSpringfield,233869.17
15,11/09/2016,1.22,conventional,2016,HartfordSpringfield,364052.46
16,4/09/2016,1.54,conventional,2016,HartfordSpringfield,279628.17
17,28/08/2016,1.59,conventional,2016,HartfordSpringfield,287629.57
18,21/08/2016,1.46,conventional,2016,HartfordSpringfield,299545.98
19,14/08/2016,1.46,conventional,2016,HartfordSpringfield,298015.34
20,7/08/2016,1.5,conventional,2016,HartfordSpringfield,288155.59
21,31/07/2016,1.72,conventional,2016,HartfordSpringfield,255025.51
22,24/07/2016,1.7,conventional,2016,HartfordSpringfield,254686.05
23,17/07/2016,1.63,conventional,2016,HartfordSpringfield,259416.65
24,10/07/2016,1.46,conventional,2016,HartfordSpringfield,292611.92
25,3/07/2016,1.47,conventional,2016,HartfordSpringfield,309896.68
26,26/06/2016,1.41,conventional,2016,HartfordSpringfield,329620.35
27,19/06/2016,1.5,conventional,2016,HartfordSpringfield,335704.35
28,12/06/2016,1.47,conventional,2016,HartfordSpringfield,324963.11
29,5/06/2016,1.46,conventional,2016,HartfordSpringfield,303118.06
30,29/05/2016,1.15,conventional,2016,HartfordSpringfield,382443.83
31,22/05/2016,1.26,conventional,2016,HartfordSpringfield,296893.56
32,15/05/2016,1.24,conventional,2016,HartfordSpringfield,416264.79
33,8/05/2016,0.86,conventional,2016,HartfordSpringfield,522565.33
34,1/05/2016,1.18,conventional,2016,HartfordSpringfield,353240.26
35,24/04/2016,1.25,conventional,2016,HartfordSpringfield,342796.24
36,17/04/2016,1.18,conventional,2016,HartfordSpringfield,284479.69
37,10/04/2016,1.17,conventional,2016,HartfordSpringfield,280729.03
38,3/04/2016,1.36,conventional,2016,HartfordSpringfield,254201.52
39,27/03/2016,1.31,conventional,2016,HartfordSpringfield,294602.42
40,20/03/2016,1.17,conventional,2016,HartfordSpringfield,373372.96
41,13/03/2016,1.3,conventional,2016,HartfordSpringfield,315394.32
42,6/03/2016,1.27,conventional,2016,HartfordSpringfield,311503.06
43,28/02/2016,1.17,conventional,2016,HartfordSpringfield,357504.15
44,21/02/2016,1.28,conventional,2016,HartfordSpringfield,288176.27
45,14/02/2016,1.1,conventional,2016,HartfordSpringfield,398441.13
46,7/02/2016,1.16,conventional,2016,HartfordSpringfield,393866.28
47,31/01/2016,1.12,conventional,2016,HartfordSpringfield,390134.81
48,24/01/2016,1.27,conventional,2016,HartfordSpringfield,317932.59
49,17/01/2016,1.18,conventional,2016,HartfordSpringfield,352472.83
50,10/01/2016,1.26,conventional,2016,HartfordSpringfield,284119.04
51,3/01/2016,1.07,conventional,2016,HartfordSpringfield,322752.02
0,25/12/2016,0.72,conventional,2016,Houston,1126850.62
1,18/12/2016,0.63,conventional,2016,Houston,1212933.22
2,11/12/2016,0.73,conventional,2016,Houston,1015973.91
3,4/12/2016,0.71,conventional,2016,Houston,1130895.62
4,27/11/2016,0.82,conventional,2016,Houston,854629.64
5,20/11/2016,0.99,conventional,2016,Houston,827345.76
6,13/11/2016,1.05,conventional,2016,Houston,828866.8
7,6/11/2016,1.12,conventional,2016,Houston,782911.25
8,30/10/2016,1.15,conventional,2016,Houston,709890.11
9,23/10/2016,1,conventional,2016,Houston,777847.84
10,16/10/2016,0.98,conventional,2016,Houston,992992.79
11,9/10/2016,0.98,conventional,2016,Houston,1075303.77
12,2/10/2016,0.98,conventional,2016,Houston,1023030.28
13,25/09/2016,0.96,conventional,2016,Houston,1027782.31
14,18/09/2016,0.83,conventional,2016,Houston,1127109.48
15,11/09/2016,0.76,conventional,2016,Houston,1217346.73
16,4/09/2016,0.72,conventional,2016,Houston,1351649.96
17,28/08/2016,0.88,conventional,2016,Houston,1021607.04
18,21/08/2016,0.9,conventional,2016,Houston,1046506.77
19,14/08/2016,0.9,conventional,2016,Houston,1015264.05
20,7/08/2016,0.92,conventional,2016,Houston,1040953.31
21,31/07/2016,0.98,conventional,2016,Houston,941066.42
22,24/07/2016,0.96,conventional,2016,Houston,985027.91
23,17/07/2016,0.92,conventional,2016,Houston,1006984.22
24,10/07/2016,0.89,conventional,2016,Houston,1101543.61
25,3/07/2016,0.92,conventional,2016,Houston,1189787.36
26,26/06/2016,0.88,conventional,2016,Houston,1186692.39
27,19/06/2016,0.89,conventional,2016,Houston,1153583.3
28,12/06/2016,0.83,conventional,2016,Houston,1209996.42
29,5/06/2016,0.85,conventional,2016,Houston,1182841.54
30,29/05/2016,0.82,conventional,2016,Houston,1128598.95
31,22/05/2016,0.68,conventional,2016,Houston,1378761.67
32,15/05/2016,0.69,conventional,2016,Houston,1343566.69
33,8/05/2016,0.65,conventional,2016,Houston,1406283.85
34,1/05/2016,0.68,conventional,2016,Houston,1308614.45
35,24/04/2016,0.67,conventional,2016,Houston,1393042.56
36,17/04/2016,0.69,conventional,2016,Houston,1310677.68
37,10/04/2016,0.7,conventional,2016,Houston,1271741.46
38,3/04/2016,0.72,conventional,2016,Houston,1256919.1
39,27/03/2016,0.75,conventional,2016,Houston,1345865.16
40,20/03/2016,0.76,conventional,2016,Houston,1162026.04
41,13/03/2016,0.76,conventional,2016,Houston,1136963.49
42,6/03/2016,0.76,conventional,2016,Houston,1091432.18
43,28/02/2016,0.76,conventional,2016,Houston,1048304.1
44,21/02/2016,0.8,conventional,2016,Houston,966990.9
45,14/02/2016,0.67,conventional,2016,Houston,1191352.2
46,7/02/2016,0.69,conventional,2016,Houston,1323490.25
47,31/01/2016,0.74,conventional,2016,Houston,1131583.12
48,24/01/2016,0.91,conventional,2016,Houston,867294.64
49,17/01/2016,0.83,conventional,2016,Houston,1071138.98
50,10/01/2016,0.84,conventional,2016,Houston,1095287.56
51,3/01/2016,0.78,conventional,2016,Houston,1061566.78
0,25/12/2016,1.13,conventional,2016,Indianapolis,135848.61
1,18/12/2016,1.19,conventional,2016,Indianapolis,122035.89
2,11/12/2016,1.17,conventional,2016,Indianapolis,133480.18
3,4/12/2016,1.18,conventional,2016,Indianapolis,144732.39
4,27/11/2016,1.34,conventional,2016,Indianapolis,103728.7
5,20/11/2016,1.29,conventional,2016,Indianapolis,124674.05
6,13/11/2016,1.29,conventional,2016,Indianapolis,127579.36
7,6/11/2016,1.37,conventional,2016,Indianapolis,126205.09
8,30/10/2016,1.2,conventional,2016,Indianapolis,139574.84
9,23/10/2016,1.31,conventional,2016,Indianapolis,142946.23
10,16/10/2016,1.27,conventional,2016,Indianapolis,138921.48
11,9/10/2016,1.2,conventional,2016,Indianapolis,143911.76
12,2/10/2016,1.31,conventional,2016,Indianapolis,146709.18
13,25/09/2016,1.39,conventional,2016,Indianapolis,150804.6
14,18/09/2016,1.26,conventional,2016,Indianapolis,153211.68
15,11/09/2016,1.29,conventional,2016,Indianapolis,157333.39
16,4/09/2016,1.31,conventional,2016,Indianapolis,160672.02
17,28/08/2016,1.27,conventional,2016,Indianapolis,167401.86
18,21/08/2016,1.3,conventional,2016,Indianapolis,160968.73
19,14/08/2016,1.27,conventional,2016,Indianapolis,169421.1
20,7/08/2016,1.33,conventional,2016,Indianapolis,163338.94
21,31/07/2016,1.27,conventional,2016,Indianapolis,159573.77
22,24/07/2016,1.2,conventional,2016,Indianapolis,178389.87
23,17/07/2016,1.08,conventional,2016,Indianapolis,195710.39
24,10/07/2016,1.12,conventional,2016,Indianapolis,191786.29
25,3/07/2016,1.1,conventional,2016,Indianapolis,205562.64
26,26/06/2016,1.15,conventional,2016,Indianapolis,183555.06
27,19/06/2016,1.13,conventional,2016,Indianapolis,193533.04
28,12/06/2016,1.12,conventional,2016,Indianapolis,186723.32
29,5/06/2016,1.05,conventional,2016,Indianapolis,208086.58
30,29/05/2016,1.01,conventional,2016,Indianapolis,210386.61
31,22/05/2016,0.87,conventional,2016,Indianapolis,214847.19
32,15/05/2016,0.88,conventional,2016,Indianapolis,212806.58
33,8/05/2016,0.93,conventional,2016,Indianapolis,228601.39
34,1/05/2016,0.92,conventional,2016,Indianapolis,207488.02
35,24/04/2016,0.95,conventional,2016,Indianapolis,217736.25
36,17/04/2016,0.97,conventional,2016,Indianapolis,218237.53
37,10/04/2016,1.07,conventional,2016,Indianapolis,168009.21
38,3/04/2016,0.99,conventional,2016,Indianapolis,154098.59
39,27/03/2016,0.99,conventional,2016,Indianapolis,195373.94
40,20/03/2016,1.12,conventional,2016,Indianapolis,168886.56
41,13/03/2016,1.03,conventional,2016,Indianapolis,179067.02
42,6/03/2016,0.96,conventional,2016,Indianapolis,208283.71
43,28/02/2016,0.99,conventional,2016,Indianapolis,188077.25
44,21/02/2016,1.03,conventional,2016,Indianapolis,153498.43
45,14/02/2016,0.83,conventional,2016,Indianapolis,219871.64
46,7/02/2016,0.88,conventional,2016,Indianapolis,240237.26
47,31/01/2016,0.98,conventional,2016,Indianapolis,175610.18
48,24/01/2016,0.93,conventional,2016,Indianapolis,168035.39
49,17/01/2016,0.97,conventional,2016,Indianapolis,171404.92
50,10/01/2016,1,conventional,2016,Indianapolis,173238.2
51,3/01/2016,0.95,conventional,2016,Indianapolis,184669.77
0,25/12/2016,0.81,conventional,2016,Jacksonville,187804.02
1,18/12/2016,0.84,conventional,2016,Jacksonville,162502.3
2,11/12/2016,1.17,conventional,2016,Jacksonville,116052.47
3,4/12/2016,0.89,conventional,2016,Jacksonville,206009.55
4,27/11/2016,1.36,conventional,2016,Jacksonville,111672
5,20/11/2016,1.36,conventional,2016,Jacksonville,117495.72
6,13/11/2016,1.31,conventional,2016,Jacksonville,140702.87
